ID,SAMPLE,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q3_23,Q3_24,Q3_25,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q5_20,Q5_21,Q5_22,Q5_23,Q5_24,Q5_25,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13
h0exb59upsvw9i53r5pgti7x,WJ,2019-08-19 12:07:41,2019-08-19 12:29:19,0,100,1297,1,2019-08-19 12:29:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,7,7,7,7,1,2,6,7,2,7,7,6,6,1,1,7,1,1,1,7,1,Those in professional occupations that require a degree
6nhd6ycirru5a1w7l7nefgm9,WJ,2019-08-19 12:25:32,2019-08-19 12:30:40,0,100,307,1,2019-08-19 12:30:40,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,5,1,6,7,2,1,7,6,3,5,2,1,6,1,2,2,5,2,Working class people in unskilled menial jobs
1v1yfizqj1j7b0ppmercgnzc,WJ,2019-08-19 12:32:16,2019-08-19 12:34:02,0,100,105,1,2019-08-19 12:34:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,0,NA,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,4,4,4,5,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,Everyone
kohz1awvoix0b7tb51oxui81,WJ,2019-08-19 12:31:13,2019-08-19 12:34:20,0,100,186,1,2019-08-19 12:34:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,2,3,1,7,7,1,1,7,7,1,1,5,5,2,5,5,6,2,6,Administrators and managers
d70xraea1klmlvnz9y1i8nb7,WJ,2019-08-19 12:29:45,2019-08-19 12:34:43,0,100,297,1,2019-08-19 12:34:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,5,3,4,2,1,4,1,6,7,4,4,4,7,2,3,5,3,5,1,5,4,Adults
zwy4a8woic12u3ghvuyu3sw5,WJ,2019-08-19 12:28:27,2019-08-19 12:35:04,0,100,396,1,2019-08-19 12:35:04,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,1,2,3,6,6,2,3,5,7,3,3,4,3,4,2,4,3,Working class people
emszk3jm1c8p1gcgflesm966,WJ,2019-08-19 12:26:27,2019-08-19 12:35:39,0,100,552,1,2019-08-19 12:35:39,NA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,5,1,5,5,5,4,4,3,4,5,5,5,4,3,3,3,3,5,Working class
xoix429hu131q5m07rbl4sck,WJ,2019-08-19 12:28:36,2019-08-19 12:36:00,0,100,444,1,2019-08-19 12:36:01,NA,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,1,4,3,6,6,4,3,5,6,3,5,3,4,4,5,4,5,working class
rqnua3zxoyao2tqef3tg5kit,WJ,2019-08-19 12:26:25,2019-08-19 12:36:14,0,100,588,1,2019-08-19 12:36:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,4,4,4,2,3,2,1,7,7,1,1,7,7,2,1,7,1,2,1,5,1,the mentioned bill didnt display properly so cant answer this
oa5oixc57jqmj44tk0cf91ju,WJ,2019-08-19 12:31:23,2019-08-19 12:36:27,0,100,304,1,2019-08-19 12:36:28,NA,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,4,1,5,2,7,5,2,2,5,6,2,2,6,4,4,3,5,3,Working class workers
7yefwkp799ob0wd84c0kabsz,WJ,2019-08-19 12:29:01,2019-08-19 12:36:29,0,100,448,1,2019-08-19 12:36:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,6,4,4,4,2,4,5,7,6,2,1,7,7,2,2,6,1,2,3,6,4,Professionals
03arxj1hkreuqy5vlg9f50so,WJ,2019-08-19 12:32:32,2019-08-19 12:37:04,0,100,271,1,2019-08-19 12:37:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,7,1,2,3,2,1,1,7,7,1,1,7,7,2,3,6,1,2,2,6,1,Professionals
rhah6297o5edmnl78w5iczef,WJ,2019-08-19 12:31:52,2019-08-19 12:37:08,0,100,315,1,2019-08-19 12:37:09,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,2,1,6,6,6,3,5,6,3,3,6,1,4,3,6,2,Working class low skilled manual labourers lower class citizens
c30xqymnkxpmf2iabp256qaj,WJ,2019-08-19 12:32:32,2019-08-19 12:37:52,0,100,319,1,2019-08-19 12:37:52,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,6,2,1,1,7,7,1,1,7,7,1,1,6,1,3,1,7,1,the working class
nhslewbkhy0r5t72gmtwzm4h,WJ,2019-08-19 12:34:32,2019-08-19 12:38:12,0,100,219,1,2019-08-19 12:38:12,NA,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,6,1,2,2,1,7,1,1,6,6,1,2,7,2,1,1,5,1,Working class people
ztic2ydirdck0pbfs7web82n,WJ,2019-08-19 12:34:50,2019-08-19 12:38:19,0,100,209,1,2019-08-19 12:38:19,NA,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,2,2,1,7,7,1,1,7,7,5,5,2,7,6,5,2,6,WORKING CLASS
i2fqta34zmxbgefyxju9od1q,WJ,2019-08-19 12:34:22,2019-08-19 12:38:38,0,100,255,1,2019-08-19 12:38:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,6,1,1,4,1,5,1,2,7,4,3,6,7,5,5,3,6,6,2,5,2,Professionals with a university degree
6s6mkags59lh3ura7d7rc14p,WJ,2019-08-19 12:31:54,2019-08-19 12:39:19,0,100,444,1,2019-08-19 12:39:19,NA,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,1,4,2,6,6,6,6,6,7,2,2,6,3,4,1,6,2,Working class
e6g4xgw31towwhj3cm6uv6vx,WJ,2019-08-19 12:31:40,2019-08-19 12:40:11,0,100,511,1,2019-08-19 12:40:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,7,4,2,7,1,2,1,7,7,1,1,7,7,2,5,5,6,6,3,3,3,professional people
7y1p39ustp4ymd2lddlvtl5j,WJ,2019-08-19 12:35:41,2019-08-19 12:40:15,0,100,274,1,2019-08-19 12:40:16,NA,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,2,1,1,7,7,1,1,7,7,1,1,7,1,1,1,7,1,Working class
w506siiqaktmkwa2v1966myz,WJ,2019-08-19 12:34:08,2019-08-19 12:40:28,0,100,379,1,2019-08-19 12:40:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,7,1,4,4,1,3,3,5,7,5,5,6,7,5,3,2,7,5,3,3,3,People in management admin etc mainly jobs where you required a degree
d0u8bcl33rt6ssyxqfyhlckb,WJ,2019-08-19 12:38:21,2019-08-19 12:42:05,0,100,224,1,2019-08-19 12:42:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,7,5,7,5,3,4,3,6,7,6,3,6,6,2,2,5,2,3,2,6,3,Basically no job security to professionals
jn82nf5ruobm4evqfbp6trqv,WJ,2019-08-19 12:28:40,2019-08-19 12:42:07,0,100,807,1,2019-08-19 12:42:08,NA,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,6,1,1,1,7,7,6,2,7,7,4,2,3,4,3,3,5,3,Working class
hclzv5vyjngajhct2fu8apao,WJ,2019-08-19 12:36:55,2019-08-19 12:43:12,0,100,376,1,2019-08-19 12:43:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,7,1,1,4,1,1,1,7,7,4,1,7,7,1,1,7,3,5,1,7,1,professional people
wcy6awmdkh5gy7i9emphw522,WJ,2019-08-19 12:37:21,2019-08-19 12:43:56,0,100,395,1,2019-08-19 12:43:57,NA,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,2,1,1,7,7,7,1,7,7,2,2,6,6,3,2,5,5,unskilled workers
s3r3242cjkou2yfsdp6m5q3m,WJ,2019-08-19 12:40:34,2019-08-19 12:45:36,0,100,301,1,2019-08-19 12:45:37,NA,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,1,4,5,3,7,5,2,6,6,1,1,7,1,3,2,7,1,working class people
2swj37439v3podq7l45tji80,WJ,2019-08-19 12:40:06,2019-08-19 12:45:53,0,100,346,1,2019-08-19 12:45:53,NA,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,1,6,4,4,7,4,5,7,7,2,3,5,3,4,3,6,3,Working class
9kh7zv6182kdure7z6ixs2dd,WJ,2019-08-19 12:42:30,2019-08-19 12:46:08,0,100,217,1,2019-08-19 12:46:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,7,4,7,6,1,1,1,4,7,7,4,7,7,4,3,6,4,4,5,5,4,Proffessional people
5oik72elrohobkaruesc3s0r,WJ,2019-08-19 12:37:37,2019-08-19 12:46:36,0,100,539,1,2019-08-19 12:46:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,6,4,4,3,2,5,4,7,5,5,5,4,6,3,5,4,3,3,6,5,4,managerial
01mnk09t6dk96rndvy709xla,WJ,2019-08-19 12:42:49,2019-08-19 12:47:53,0,100,304,1,2019-08-19 12:47:53,NA,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,7,1,3,3,7,7,4,7,7,7,3,3,6,3,4,7,4,3,Working class with no qualifications needed for jobs
ryx9j4eiphwu58mhxq285fdy,WJ,2019-08-19 12:41:20,2019-08-19 12:47:59,0,100,399,1,2019-08-19 12:47:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,7,1,1,2,1,6,6,1,3,1,7,3,6,1,1,5,1,1,7,7,4,professional people
k1ikk8omy8wf7q1kpmcynt1w,WJ,2019-08-19 12:41:29,2019-08-19 12:48:39,0,100,430,1,2019-08-19 12:48:40,NA,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,4,1,7,7,6,2,5,7,2,3,6,4,4,2,6,4,People in working class jobs
0h0atv9od3eqolnx4f29zwiz,WJ,2019-08-19 12:43:37,2019-08-19 12:49:22,0,100,344,1,2019-08-19 12:49:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,5,1,2,5,1,1,1,7,7,1,1,7,7,2,2,6,4,3,1,4,2,Staff who had degrees and work in professional jobs
g7y2nxwwstv5751e30spqhg0,WJ,2019-08-19 12:46:45,2019-08-19 12:52:31,0,100,346,1,2019-08-19 12:52:31,NA,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,3,4,1,7,7,4,4,5,6,2,3,5,2,2,2,6,2,NA
f2c0xmfmh0kjpjyvrleit290,WJ,2019-08-19 12:47:18,2019-08-19 12:54:05,0,100,407,1,2019-08-19 12:54:06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,6,4,3,5,2,4,2,6,7,2,4,6,7,2,3,5,5,5,1,5,1,professionals
akomkj75ve5cm46ucd4zlw1k,WJ,2019-08-19 12:49:24,2019-08-19 12:56:35,0,100,430,1,2019-08-19 12:56:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,6,3,4,6,1,2,1,5,5,2,1,7,7,6,3,3,5,5,6,5,5,mainly business professionals
ambr24k9d766cjs6ssuv29dz,WJ,2019-08-19 12:51:56,2019-08-19 12:57:20,0,100,324,1,2019-08-19 12:57:21,NA,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,7,1,4,1,7,7,2,1,7,7,4,3,5,5,4,3,5,4,working class people
l4wiefl54j99txftyto9lp9d,WJ,2019-08-19 12:54:01,2019-08-19 12:57:49,0,100,227,1,2019-08-19 12:57:49,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,1,2,1,7,7,2,2,7,7,2,2,6,1,3,1,7,2,working class
784114dxjwn6tk4zggnk8puv,WJ,2019-08-19 12:52:46,2019-08-19 12:57:57,0,100,310,1,2019-08-19 12:57:58,NA,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,6,2,2,1,7,7,4,4,7,7,1,1,6,2,4,2,6,2,Working class
ej20bvjyrjf0x0sepv7909va,WJ,2019-08-19 12:59:00,2019-08-19 13:04:13,0,100,312,1,2019-08-19 13:04:13,NA,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,1,5,2,7,3,6,5,6,6,3,1,6,4,3,2,4,3,Working class
84ny316dr5fc9pm34hmbubjh,WJ,2019-08-19 12:59:30,2019-08-19 13:04:17,0,100,286,1,2019-08-19 13:04:17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,6,2,6,5,2,1,1,7,7,2,1,7,7,3,2,6,4,3,1,5,2,Professionals
5d9ewh8sefjg7fzlbv381fi1,WJ,2019-08-19 13:00:41,2019-08-19 13:04:36,0,100,234,1,2019-08-19 13:04:37,NA,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,2,2,1,7,6,2,1,7,7,2,3,5,5,4,3,4,2,Working class people
5yspwskt1lfzaciuibqbyvfh,WJ,2019-08-19 12:56:31,2019-08-19 13:06:26,0,100,595,1,2019-08-19 13:06:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,4,4,4,4,1,5,4,5,5,4,5,4,5,4,4,6,3,4,4,5,3,unsure
dh1m4zmutq7ya23pjrgihhjg,WJ,2019-08-19 12:59:52,2019-08-19 13:07:48,0,100,476,1,2019-08-19 13:07:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,4,2,2,2,1,2,1,5,5,6,1,6,6,2,2,6,1,3,3,5,3,Professionals
l376mp5u7bmma8klqlmaqkpa,WJ,2019-08-19 13:03:36,2019-08-19 13:09:22,0,100,345,1,2019-08-19 13:09:22,NA,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,7,1,3,1,6,7,3,4,5,6,3,2,6,1,5,5,6,4,Working class
n7x2xphbf3j5t8ckg2uc80au,PJ,2019-08-19 13:07:32,2019-08-19 13:10:03,0,100,151,1,2019-08-19 13:10:03,NA,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,1,3,5,5,5,5,5,5,6,5,3,3,5,5,6,6,5,Working class
ljrzy9miw68hfgu1qgp1hlua,PJ,2019-08-19 13:06:54,2019-08-19 13:11:04,0,100,249,1,2019-08-19 13:11:04,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,1,3,1,6,7,2,4,7,7,2,3,4,6,6,5,4,2,Working class people
jhr42zwo9pjlejz3octdykvy,PJ,2019-08-19 13:08:23,2019-08-19 13:11:10,0,100,166,1,2019-08-19 13:11:10,NA,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,5,1,4,1,5,7,2,2,6,7,2,2,6,3,3,5,2,1,Working class
doayjdk946gu2ftxtypfw78j,WJ,2019-08-19 13:05:21,2019-08-19 13:11:33,0,100,371,1,2019-08-19 13:11:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,5,2,3,4,1,2,2,6,6,2,2,7,7,1,5,6,3,4,2,6,4,Professional Workers
w8dndur2f5y8a1s0axt8t9v0,PJ,2019-08-19 13:07:27,2019-08-19 13:12:20,0,100,293,1,2019-08-19 13:12:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,7,7,6,2,1,1,6,7,1,6,6,6,2,2,6,3,3,2,5,2,people in professional jobs
anunirj8ntbbdxdirklv3qh7,PJ,2019-08-19 13:08:02,2019-08-19 13:12:32,0,100,270,1,2019-08-19 13:12:33,NA,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,1,4,1,1,7,4,2,6,6,1,1,5,2,4,3,5,2,Working class
5z0zz3zu5740bfkalyd0ttva,WJ,2019-08-19 13:07:11,2019-08-19 13:12:47,0,100,336,1,2019-08-19 13:12:48,NA,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,6,2,2,2,7,7,3,2,6,7,1,1,6,5,5,1,6,2,Working class
35fpinj2apsjjtywy7dl0rwm,PJ,2019-08-19 13:10:10,2019-08-19 13:13:03,0,100,172,1,2019-08-19 13:13:03,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,5,5,5,5,5,4,4,4,4,3,2,5,1,4,3,3,3,NA
o4fzlbnroowroqtqnd0r1875,PJ,2019-08-19 13:07:46,2019-08-19 13:13:22,0,100,336,1,2019-08-19 13:13:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,6,5,5,5,2,3,1,6,6,7,2,6,6,3,2,6,4,3,1,5,1,Professionals
