id,participant_ideology,participant_gender,protesters_cause,action,response,action_text,exclude
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,3,1,make a public speech,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,4,1,hold meetings to influence the public,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,5,1,attend or organise a protest march,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,10,1,join or form a group of activists,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,11,1,refuse to accept honors or awards in protest,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,13,0,refuse to work (strike),FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,15,1,donate to activist groups,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,19,0,enter and refuse to leave a building (occupation),FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,24,0,spray paint political messages in public places,FALSE
jg9v2mj457nbgrwa1aik1pyf,Conservative,Man,Against,25,0,attend a protest march even though it might turn violent,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,1,0,attend a protest march even though it might be unlawful,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,3,1,make a public speech,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,4,1,hold meetings to influence the public,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,5,1,attend or organise a protest march,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,10,1,join or form a group of activists,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,11,0,refuse to accept honors or awards in protest,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,13,1,refuse to work (strike),FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,15,1,donate to activist groups,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,19,0,enter and refuse to leave a building (occupation),FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,24,0,spray paint political messages in public places,FALSE
jgacufm8wzfadh5p3uu5d5wr,Conservative,Man,For,25,0,attend a protest march even though it might turn violent,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,1,1,attend a protest march even though it might be unlawful,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,3,1,make a public speech,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,4,1,hold meetings to influence the public,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,5,1,attend or organise a protest march,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,10,1,join or form a group of activists,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,11,1,refuse to accept honors or awards in protest,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,13,1,refuse to work (strike),FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,15,1,donate to activist groups,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,19,1,enter and refuse to leave a building (occupation),FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,21,1,"disrupt traffic (e.g., blocking roads)",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,24,0,spray paint political messages in public places,FALSE
jhr42zwo9pjlejz3octdykvy,Liberal,Woman,For,25,1,attend a protest march even though it might turn violent,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,1,0,attend a protest march even though it might be unlawful,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,3,1,make a public speech,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,4,1,hold meetings to influence the public,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,5,1,attend or organise a protest march,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,10,1,join or form a group of activists,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,11,0,refuse to accept honors or awards in protest,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,13,0,refuse to work (strike),FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,15,1,donate to activist groups,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,19,0,enter and refuse to leave a building (occupation),FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,24,0,spray paint political messages in public places,FALSE
ji17uet9xo3trsnzgl2ojtwi,Conservative,Man,Against,25,0,attend a protest march even though it might turn violent,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,1,0,attend a protest march even though it might be unlawful,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,3,1,make a public speech,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,4,1,hold meetings to influence the public,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,5,1,attend or organise a protest march,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,10,0,join or form a group of activists,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,11,0,refuse to accept honors or awards in protest,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,13,0,refuse to work (strike),FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,14,0,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,15,0,donate to activist groups,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,19,0,enter and refuse to leave a building (occupation),FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,24,0,spray paint political messages in public places,FALSE
jixyn0sbtb2syyu0ofjujksc,Conservative,Woman,For,25,0,attend a protest march even though it might turn violent,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,1,1,attend a protest march even though it might be unlawful,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,3,1,make a public speech,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,4,1,hold meetings to influence the public,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,5,1,attend or organise a protest march,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,10,1,join or form a group of activists,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,11,1,refuse to accept honors or awards in protest,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,13,1,refuse to work (strike),FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,15,1,donate to activist groups,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,19,1,enter and refuse to leave a building (occupation),FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,22,1,"refuse to pay fees, fines, or taxes in protest",FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,24,1,spray paint political messages in public places,FALSE
jl3ccv08dwfwlj7vqlt9fidp,Liberal,Sex and gender diverse,Against,25,1,attend a protest march even though it might turn violent,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,1,0,attend a protest march even though it might be unlawful,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,3,1,make a public speech,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,4,1,hold meetings to influence the public,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,5,1,attend or organise a protest march,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,10,1,join or form a group of activists,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,11,1,refuse to accept honors or awards in protest,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,13,0,refuse to work (strike),FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,15,1,donate to activist groups,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,16,0,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,19,0,enter and refuse to leave a building (occupation),FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,24,0,spray paint political messages in public places,FALSE
jm6djmxw0de3w7jkbg3pqq5r,Conservative,Woman,For,25,0,attend a protest march even though it might turn violent,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,1,1,attend a protest march even though it might be unlawful,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,3,1,make a public speech,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,4,1,hold meetings to influence the public,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,5,1,attend or organise a protest march,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,10,1,join or form a group of activists,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,11,1,refuse to accept honors or awards in protest,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,13,1,refuse to work (strike),FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,15,1,donate to activist groups,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,17,1,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,18,1,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,19,1,enter and refuse to leave a building (occupation),FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,20,1,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,21,1,"disrupt traffic (e.g., blocking roads)",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,22,1,"refuse to pay fees, fines, or taxes in protest",FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,23,1,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,24,0,spray paint political messages in public places,FALSE
jmxbpq4chu9m1xrytkppthw8,Liberal,Man,For,25,1,attend a protest march even though it might turn violent,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,1,0,attend a protest march even though it might be unlawful,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,2,1,"hand out flyers, leaflets, or pamphlets",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,3,1,make a public speech,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,4,1,hold meetings to influence the public,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,5,1,attend or organise a protest march,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,6,1,"wear or display political symbols (e.g., patches, flags, bumper stickers)",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,7,1,"use social media (e.g., Facebook, Twitter, Instagram) to influence the public",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,8,1,refuse to buy goods or services from companies that advocate [against/for] restricting or banning abortion (boycott),FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,9,1,paste up posters with political messages in places where it is allowed and encouraged,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,10,1,join or form a group of activists,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,11,1,refuse to accept honors or awards in protest,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,12,1,donate to politicians who advocate [Field-cause] restricting or banning abortion,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,13,1,refuse to work (strike),FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,14,1,"pay for adverts on social media (e.g., Facebook, Twitter, Instagram) to influence public opinion",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,15,1,donate to activist groups,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,16,1,"visit people in their homes to convince them about the issue (canvassing, door knocking)",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,17,0,"stand or sit in a building and refuse to leave (stand-in, sit-in)",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,18,0,protest outside the homes of politicians who advocate [against/for] restricting or banning abortion,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,19,0,enter and refuse to leave a building (occupation),FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,20,0,paste up posters with political messages in places where it is not allowed or encouraged,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,21,0,"disrupt traffic (e.g., blocking roads)",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,22,0,"refuse to pay fees, fines, or taxes in protest",FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,23,0,mock or insult individuals who are [against/for] restricting or banning abortion,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,24,0,spray paint political messages in public places,FALSE
jn82nf5ruobm4evqfbp6trqv,Conservative,Woman,For,25,0,attend a protest march even though it might turn violent,FALSE
